id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
88,60551.jpg,Westwood,90,a,60551,Ashley,Westwood,18,"",44,,,0.1,0.9,-1,0,1,0,false,0,0.1,0.3,4246,3806,2,0,0,0,0,0,4,0,1.0,0.8,0.3,false,26,0,0,0,0,0,0,0,0,0,0,0,13,5.0,10.5,0.0,1.5,0,3,4
89,12813.jpg,Walters,90,i,12813,Jonathan,Walters,19,Knee injury - Unknown return date,52,0,0,0.0,0.4,-3,0,3,0,false,0,0.1,0.0,28690,1373,1,0,0,0,0,0,2,0,1.0,0.0,0.0,false,27,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.6,10.0,0.8,0,3,4
90,40145.jpg,Cork,90,a,40145,Jack,Cork,4,"",45,,,0.3,4.7,0,0,0,0,false,0,3.5,1.5,136901,257650,36,14,0,0,0,0,21,0,2.3,2.0,1.5,false,810,0,1,3,9,0,0,0,3,0,0,0,133,204.4,63.7,64.0,33.3,0,3,4
91,40399.jpg,Vokes,90,d,40399,Sam,Vokes,9,Abdominal injury - 75% chance of playing,59,75,75,0.1,3.4,-1,0,1,0,false,1,2.8,0.3,366205,291917,94,0,0,0,0,0,20,0,3.3,0.6,0.2,false,347,2,0,1,4,0,0,0,0,0,0,3,64,75.2,32.7,119.0,22.6,0,4,4
92,73426.jpg,Gray,57,a,73426,Andre,Gray,18,"",63,,,0.2,3.7,-2,0,2,0,false,0,1.4,1.0,102005,58901,22,18,0,0,0,0,23,0,2.6,1.0,0.5,false,518,1,1,3,7,0,0,0,1,0,0,2,57,42.8,45.2,118.0,20.1,0,4,18
93,44699.jpg,Barnes,90,a,44699,Ashley,Barnes,10,"",52,,,0.2,1.3,-3,0,3,0,false,0,0.3,0.8,30761,4460,5,2,0,0,0,0,7,0,0.9,1.3,0.8,false,197,0,0,0,3,0,0,0,2,0,0,0,19,8.6,27.1,40.0,7.0,0,4,4
94,60772.jpg,Courtois,8,a,60772,Thibaut,Courtois,13,"",54,,,0.3,6.3,-1,0,1,0,false,0,12.9,1.8,329875,131160,86,27,0,0,0,0,34,0,3.8,3.3,2.3,false,810,0,0,3,10,0,0,0,0,0,24,2,162,164.0,0.0,0.0,16.5,0,1,5
95,41251.jpg,Eduardo,8,a,41251,Eduardo,Dos Reis Carvalho,37,"",48,,,0.0,0.0,-2,0,2,0,false,0,0.1,0.0,2335,570,0,0,0,0,0,0,0,0,0.0,1.5,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5
96,20310.jpg,Caballero,8,a,20310,Willy,Caballero,1,"",48,,,0.0,0.0,-2,0,2,0,false,0,0.1,0.0,3225,484,1,0,0,0,0,0,0,0,0.0,1.5,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5
97,41328.jpg,Azpilicueta,8,a,41328,César,Azpilicueta,28,"",67,,,0.3,7.0,2,0,-2,0,false,1,16.2,2.0,268025,474100,74,99,0,0,0,0,47,0,5.2,3.5,2.5,false,810,1,4,3,10,1,0,0,1,0,0,5,233,274.6,110.1,72.0,45.8,0,2,5
98,19419.jpg,Cahill,8,a,19419,Gary,Cahill,24,"",63,100,100,0.2,1.4,-2,0,2,0,false,0,3.5,1.0,493161,26584,17,9,0,0,0,0,9,0,1.5,2.5,1.5,false,404,0,0,1,8,0,0,0,0,1,0,1,75,90.2,14.9,2.0,10.7,0,2,5
99,103192.jpg,Zouma,110,a,103192,Kurt,Zouma,6,"",55,100,100,0.1,2.7,0,0,0,0,false,0,2.3,0.5,87675,44403,16,5,0,0,0,0,15,0,1.9,0.5,0.0,false,720,0,0,1,16,0,0,0,0,0,0,1,134,194.8,9.4,25.0,22.9,0,2,15
100,82263.jpg,Alonso,8,a,82263,Marcos,Alonso,3,"",69,,,0.1,4.9,-1,0,1,0,false,1,14.9,1.0,623139,537393,178,27,0,0,0,0,34,0,3.8,2.5,1.5,false,755,2,0,2,10,0,0,0,3,0,0,3,158,225.2,129.8,171.0,52.6,0,2,5
101,41270.jpg,David Luiz,8,a,41270,David,Luiz Moreira Marinho,30,"",59,100,100,0.1,3.9,-1,0,1,0,false,0,13.2,0.5,879751,295123,68,53,0,0,0,0,23,0,3.3,2.0,1.0,false,626,1,1,2,9,0,0,0,2,1,0,0,136,160.6,20.3,49.0,22.9,0,2,5
102,49013.jpg,Moses,8,i,49013,Victor,Moses,15,Hamstring injury - Expected back 05 Nov,65,0,0,0.0,3.4,0,0,0,0,false,0,0.7,0.3,39243,26613,31,0,0,0,0,0,22,0,3.7,0.0,0.0,false,470,0,0,3,3,0,0,0,1,0,0,0,79,65.8,63.0,78.0,20.8,0,2,5
103,102380.jpg,Rüdiger,8,a,102380,Antonio,Rüdiger,2,"",59,,,0.1,3.7,-1,0,1,0,false,0,1.9,0.5,70917,28133,9,3,0,0,0,0,22,0,3.1,2.0,1.0,false,630,0,1,2,8,0,0,0,3,0,0,2,136,158.4,17.4,11.0,18.7,0,2,5
104,42786.jpg,Hazard,8,a,42786,Eden,Hazard,10,"",106,100,100,0.2,1.1,1,0,-1,0,false,0,5.0,2.3,150907,300757,33,38,0,0,0,0,12,0,2.0,3.8,2.8,false,301,0,1,0,5,0,0,0,0,0,0,0,52,65.4,115.7,46.0,22.8,0,3,5
105,17878.jpg,Fàbregas,8,a,17878,Cesc,Fàbregas,4,"",69,100,100,0.3,3.6,-1,0,1,0,false,1,5.3,2.3,433737,277362,79,42,0,0,0,0,25,0,3.1,3.8,2.8,false,629,1,1,2,9,0,0,0,0,1,0,3,143,184.6,341.4,87.0,61.4,0,3,5
106,47431.jpg,Willian,8,a,47431,Willian,Borges Da Silva,22,"",68,,,0.3,3.8,-2,0,2,0,false,0,8.1,1.8,875493,423067,121,34,0,0,0,0,26,0,2.9,3.3,2.3,false,565,0,2,4,6,0,0,0,0,0,0,1,105,92.8,179.5,122.0,39.4,0,3,5
107,62398.jpg,Matic,1,a,62398,Nemanja,Matic,31,"",50,,,0.5,5.8,0,0,0,0,false,1,15.0,2.3,572854,443669,164,122,0,0,0,0,29,1,2.9,2.3,1.8,false,845,0,1,7,4,0,0,0,0,0,0,0,152,155.2,88.9,50.0,29.4,0,3,12
108,126187.jpg,Loftus-Cheek,31,a,126187,Ruben,Loftus-Cheek,8,"",45,100,100,0.1,2.0,0,0,0,0,false,0,5.3,0.3,392572,148626,29,10,0,0,0,0,9,0,1.8,0.3,-0.7,false,360,0,0,0,11,0,0,0,0,0,0,0,66,60.6,72.5,73.0,20.7,0,3,6
109,49579.jpg,Pedro,8,a,49579,Pedro,Rodríguez Ledesma,11,"",79,100,100,0.4,4.1,-1,0,1,0,false,1,2.5,3.5,172384,145278,31,112,0,0,0,0,32,0,4.0,5.0,4.0,false,396,2,2,2,4,0,0,0,0,0,0,2,94,127.8,112.1,106.0,34.7,0,3,5
110,167767.jpg,Kenedy,8,a,167767,Robert Kenedy,Nunes do Nascimento,16,"",48,,,0.0,0.0,-2,0,2,0,false,0,0.0,0.0,2136,746,1,0,0,0,0,0,0,0,0.0,1.5,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,5
111,116594.jpg,Kanté,8,i,116594,N'Golo,Kanté,7,Hamstring injury - Expected back 04 Nov,50,0,0,0.1,4.8,0,0,0,0,false,0,12.6,0.5,775883,464827,399,11,0,0,0,0,24,0,3.4,0.0,0.0,false,630,1,0,3,6,0,0,0,1,0,0,3,153,173.6,152.0,50.0,37.6,0,3,5
112,89085.jpg,Chalobah,57,i,89085,Nathaniel,Chalobah,14,Knee injury - Unknown return date,44,0,0,0.0,2.7,-1,0,1,0,false,0,1.5,0.0,154060,123660,45,2,0,0,0,0,12,0,2.4,0.0,0.0,false,429,0,0,3,7,0,0,0,1,0,0,0,37,77.4,26.0,93.0,19.6,0,3,18
113,94245.jpg,Batshuayi,8,a,94245,Michy,Batshuayi,23,"",81,,,0.4,1.9,-4,0,4,0,false,1,1.2,3.5,115832,92838,38,94,0,0,0,0,15,0,2.5,5.0,4.0,false,183,2,0,0,6,1,0,0,0,0,0,3,52,72.2,13.6,68.0,15.4,0,4,5
114,18507.jpg,Costa,8,u,18507,Diego,Da Silva Costa,19,Transferred to Atletico Madrid,95,0,0,0.0,0.0,-5,0,5,0,false,0,0.4,0.0,63700,2277,2,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5
115,20066.jpg,Hennessey,31,a,20066,Wayne,Hennessey,13,"",44,100,100,0.1,4.3,-1,0,1,0,false,0,1.0,0.3,48861,21231,4,1,0,0,0,0,19,0,2.7,0.3,-0.7,false,630,0,0,0,17,0,0,0,0,0,28,3,124,197.2,0.0,0.0,19.7,0,1,6
116,11554.jpg,Speroni,31,a,11554,Julian,Speroni,1,"",40,,,0.3,1.3,0,0,0,0,false,0,2.8,1.3,31823,59540,16,41,0,0,0,0,5,0,2.5,1.3,0.3,false,180,0,0,0,2,0,0,0,0,0,6,0,29,32.2,0.0,0.0,3.2,0,1,6
117,49413.jpg,Tomkins,31,a,49413,James,Tomkins,5,"",43,100,100,0.0,0.9,-2,0,2,0,false,0,0.5,0.0,51187,3879,1,0,0,0,0,0,4,0,1.3,0.0,-1.0,false,142,0,0,0,2,0,0,0,0,0,0,0,16,17.4,0.9,9.0,2.7,0,2,6
118,19188.jpg,Dann,31,a,19188,Scott,Dann,6,"",47,100,100,0.2,2.1,-3,0,3,0,false,0,0.5,0.8,46046,11287,2,1,0,0,0,0,10,0,1.3,0.8,-0.2,false,720,0,0,0,15,0,0,0,2,0,0,0,101,155.0,35.0,139.0,32.9,0,2,6
119,55494.jpg,Ward,31,a,55494,Joel,Ward,2,"",48,,,0.2,1.7,-2,0,2,0,false,0,0.2,1.0,18276,2536,1,3,0,0,0,0,8,0,1.0,1.0,0.0,false,720,0,0,0,14,1,0,0,2,0,0,0,103,137.4,98.1,34.0,27.0,0,2,6
120,58786.jpg,Kelly,31,a,58786,Martin,Kelly,34,"",43,,,0.0,0.0,-2,0,2,0,false,0,0.2,0.0,8493,1267,3,0,0,0,0,0,0,0,0.0,0.0,-1.0,false,49,0,0,0,2,0,0,0,0,0,0,0,5,6.8,0.3,33.0,4.0,0,2,6
121,7906.jpg,Delaney,31,a,7906,Damien,Delaney,27,"",43,,,0.0,0.0,-2,0,2,0,false,0,0.3,0.0,17112,1679,3,0,0,0,0,0,0,0,0.0,0.0,-1.0,false,90,0,0,0,4,0,0,0,0,0,0,0,19,40.0,0.3,0.0,4.0,0,2,6
122,79228.jpg,Souaré,31,a,79228,Pape,Souaré,23,"",45,100,100,0.0,0.0,0,0,0,0,false,0,0.0,0.0,546,358,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,6
123,86417.jpg,Schlupp,31,a,86417,Jeffrey,Schlupp,15,"",47,,,0.3,1.9,-3,0,3,0,false,0,0.2,1.3,10936,2190,1,0,0,0,0,0,9,0,1.3,1.3,0.3,false,507,0,0,0,12,0,0,0,1,0,0,0,53,79.4,70.5,56.0,20.6,0,2,6
124,74230.jpg,van Aanholt,31,a,74230,Patrick,van Aanholt,3,"",52,,,0.2,1.2,-3,0,3,0,false,0,1.1,0.8,140067,13503,6,2,0,0,0,0,6,0,0.9,0.8,-0.2,false,578,0,0,0,16,0,0,0,2,0,0,0,73,94.6,92.4,49.0,23.7,0,2,6
125,19197.jpg,Puncheon,31,a,19197,Jason,Puncheon,42,"",47,,,0.2,2.1,-3,0,3,0,false,0,0.5,0.8,49233,10831,7,4,0,0,0,0,10,0,1.3,0.8,-0.2,false,549,0,0,0,14,0,0,0,4,0,0,0,36,46.2,93.3,104.0,24.2,0,3,6
126,82403.jpg,Zaha,31,a,82403,Wilfried,Zaha,11,"",68,100,100,0.4,1.8,-2,0,2,0,false,0,4.0,2.5,973589,111662,24,46,0,0,0,0,12,0,4.0,2.5,1.5,false,256,1,0,1,4,0,0,0,0,0,0,0,28,62.2,35.4,151.0,24.7,0,3,6
127,50471.jpg,McArthur,31,d,50471,James,McArthur,18,Knock - 75% chance of playing,44,75,75,0.3,2.5,-1,0,1,0,false,0,2.8,1.3,144794,67914,40,5,0,0,0,0,11,0,1.6,1.0,0.2,false,448,0,0,0,7,0,0,0,1,0,0,0,46,37.6,46.4,54.0,13.6,0,3,6
128,75773.jpg,Lee Chung-yong,31,d,75773,Chung-yong,Lee,14,Knock - 75% chance of playing,44,75,75,0.0,0.7,-1,0,1,0,false,0,0.6,0.0,25940,41078,10,0,0,0,0,0,3,0,1.5,0.0,-0.8,false,109,0,0,0,2,0,0,0,0,0,0,0,8,1.8,30.4,10.0,4.2,0,3,6
129,27341.jpg,Cabaye,31,a,27341,Yohan,Cabaye,7,"",54,100,100,0.5,2.8,-1,0,1,0,false,0,0.3,2.5,18405,10385,5,4,0,0,0,0,15,0,2.1,2.5,1.5,false,533,0,1,0,10,0,0,0,3,0,0,3,97,91.4,187.3,73.0,35.2,0,3,6
130,44343.jpg,Sako,31,a,44343,Bakary,Sako,26,"",49,100,100,0.2,1.0,-1,0,1,0,false,0,0.1,0.8,3113,1930,1,4,0,0,0,0,5,0,1.3,0.8,-0.2,false,105,0,0,0,5,0,0,0,0,0,0,0,22,14.2,26.2,23.0,6.3,0,3,6
131,60252.jpg,Townsend,31,a,60252,Andros,Townsend,10,"",57,,,0.3,3.0,-3,0,3,0,false,0,1.0,1.5,91192,16387,10,4,0,0,0,0,17,0,1.9,1.5,0.5,false,765,0,0,0,17,0,0,0,0,0,0,0,115,112.6,228.0,117.0,45.9,0,3,6
132,66975.jpg,Milivojevic,31,a,66975,Luka,Milivojevic,4,"",46,,,0.3,2.6,-4,0,4,0,false,0,0.3,1.3,54254,5785,4,1,0,0,0,0,12,0,1.5,1.3,0.3,false,559,0,0,0,16,0,0,0,1,0,0,0,85,101.0,76.3,47.0,22.4,0,3,6
133,59125.jpg,Wickham,31,i,59125,Connor,Wickham,21,Knee injury - Unknown return date,54,0,0,0.0,0.0,-1,0,1,0,false,0,0.0,0.0,1187,377,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,6
134,54861.jpg,Benteke,31,i,54861,Christian,Benteke,17,Knee injury - Expected back 02 Dec,76,0,0,0.0,1.2,-4,0,4,0,false,0,2.1,0.0,371153,27657,23,1,0,0,0,0,9,0,1.5,0.0,0.0,false,521,0,0,0,11,0,0,0,3,0,0,0,-11,18.8,63.4,133.0,21.3,0,4,6
135,111234.jpg,Pickford,11,a,111234,Jordan,Pickford,1,"",49,100,100,0.4,5.1,-1,0,1,0,false,0,7.0,1.8,223252,74772,52,6,0,0,0,0,25,0,2.8,1.8,2.3,false,810,0,0,1,18,0,0,0,0,0,32,1,168,238.0,10.0,0.0,24.8,0,1,7
136,78315.jpg,Robles,11,a,78315,Joel,Robles,33,"",44,,,0.0,0.0,-1,0,1,0,false,0,0.2,0.0,6158,667,0,0,0,0,0,0,0,0,0.0,0.0,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7
137,10318.jpg,Stekelenburg,11,a,10318,Maarten,Stekelenburg,22,"",43,100,100,0.0,0.0,-2,0,2,0,false,0,0.4,0.0,15077,1622,1,1,0,0,0,0,0,0,0.0,0.0,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7
138,12745.jpg,Baines,11,a,12745,Leighton,Baines,3,"",58,,,0.1,2.6,-2,0,2,0,false,0,5.3,0.8,281020,38554,49,3,0,0,0,0,15,0,1.7,0.8,1.3,false,803,0,0,1,18,0,0,0,1,0,0,0,122,126.2,155.9,22.0,30.6,0,2,7
139,59949.jpg,Coleman,11,i,59949,Seamus,Coleman,23,Broken Leg - Unknown return date,64,0,0,0.0,0.0,-1,0,1,0,false,0,0.3,0.0,7132,553,1,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7
140,7645.jpg,Jagielka,11,a,7645,Phil,Jagielka,6,"",49,100,100,0.1,2.4,-1,0,1,0,false,0,3.4,0.5,268715,81116,23,6,0,0,0,0,12,0,2.0,0.5,1.0,false,532,0,0,1,13,0,0,0,0,0,0,1,103,129.4,3.3,6.0,13.9,0,2,7
141,114093.jpg,Pennington,11,u,114093,Matthew,Pennington,38,Season-long loan to Leeds United,40,0,0,0.0,0.0,0,0,0,0,false,0,0.1,0.0,3641,1044,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7
142,121221.jpg,Funes Mori,11,i,121221,Ramiro,Funes Mori,25,Knee injury - Unknown return date,49,0,0,0.0,0.0,-1,0,1,0,false,0,0.0,0.0,759,197,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7
143,19159.jpg,Williams,11,a,19159,Ashley,Williams,5,"",53,,,0.1,2.5,-2,0,2,0,false,0,2.4,0.5,145292,19455,28,6,0,0,0,0,13,0,1.6,0.5,1.0,false,600,0,0,1,12,0,0,0,3,0,0,2,96,168.0,13.5,59.0,24.1,0,2,7
144,194164.jpg,Holgate,11,a,194164,Mason,Holgate,30,"",43,100,100,0.1,1.6,-2,0,2,0,false,0,0.8,0.5,63490,36590,8,4,0,0,0,0,7,0,1.8,0.5,1.0,false,360,0,0,0,5,0,0,0,0,0,0,0,40,79.4,40.2,72.0,19.2,0,2,7
145,153673.jpg,Kenny,11,a,153673,Jonjoe,Kenny,43,"",43,100,100,0.0,0.2,-2,0,2,0,false,0,0.1,0.0,4678,1921,1,1,0,0,0,0,1,0,0.5,0.0,0.5,false,104,0,0,0,5,0,0,0,0,0,0,0,19,14.8,16.3,0.0,3.1,0,2,7
146,106611.jpg,Keane,11,a,106611,Michael,Keane,4,"",54,100,100,0.2,3.0,-1,0,1,0,false,0,6.8,1.0,415734,121226,59,8,0,0,0,0,16,0,2.0,1.0,1.5,false,720,0,0,1,17,0,0,0,0,0,0,2,146,213.6,17.6,18.0,25.0,0,2,7
147,55452.jpg,Bolasie,11,i,55452,Yannick,Bolasie,7,Knee injury - Unknown return date,64,0,0,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,3344,448,1,1,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7
148,26901.jpg,Mirallas,11,a,26901,Kevin,Mirallas,11,"",61,,,0.0,0.3,-4,0,4,0,false,0,1.0,0.0,100747,6701,9,3,0,0,0,0,2,0,0.7,0.0,0.5,false,27,0,0,0,3,0,0,0,1,0,0,0,10,8.0,2.3,27.0,3.7,0,3,7
149,88894.jpg,Barkley,11,i,88894,Ross,Barkley,8,Hamstring injury - Expected back 25 Nov,74,0,0,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,8866,664,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7
150,50472.jpg,McCarthy,11,a,50472,James,McCarthy,16,"",49,100,100,0.0,0.0,-1,0,1,0,false,0,0.0,0.0,1553,255,0,0,0,0,0,0,0,0,0.0,0.0,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7
151,1632.jpg,Barry,35,d,1632,Gareth,Barry,18,Hamstring injury - 50% chance of playing,45,50,50,0.3,3.8,0,0,0,0,false,0,1.4,1.3,72112,40869,30,1,0,0,0,0,17,0,2.1,-0.1,0.7,false,682,0,0,2,9,0,0,0,0,0,0,0,78,129.0,60.3,69.0,25.9,0,3,19
152,87447.jpg,Besic,11,a,87447,Muhamed,Besic,21,"",44,,,0.0,0.5,-1,0,1,0,false,0,0.2,0.0,7951,7572,1,2,0,0,0,0,2,0,1.0,0.0,0.5,false,46,0,0,0,0,0,0,0,0,0,0,0,10,18.2,11.5,0.0,3.0,0,3,7
153,17349.jpg,Lennon,11,a,17349,Aaron,Lennon,12,"",54,100,100,0.0,0.2,-1,0,1,0,false,0,0.1,0.0,4590,1288,1,0,0,0,0,0,1,0,1.0,0.0,0.5,false,7,0,0,0,0,0,0,0,0,0,0,0,4,2.0,10.5,20.0,3.3,0,3,7
154,42774.jpg,Schneiderlin,11,a,42774,Morgan,Schneiderlin,2,"",49,100,100,0.2,2.2,-1,0,1,0,false,0,0.6,1.0,42350,14259,10,1,0,0,0,0,11,0,1.6,1.0,1.5,false,599,0,0,1,11,0,0,0,1,1,0,0,91,106.2,47.7,18.0,17.1,0,3,7
155,80801.jpg,Gueye,11,a,80801,Idrissa,Gueye,17,"",49,100,100,0.2,3.1,-1,0,1,0,false,0,1.0,1.0,43288,20419,15,4,0,0,0,0,15,0,1.7,1.0,1.5,false,739,0,0,2,14,0,0,0,2,1,0,0,114,113.0,63.4,36.0,21.2,0,3,7
156,173807.jpg,Davies,11,a,173807,Tom,Davies,26,"",53,,,0.2,3.0,-2,0,2,0,false,0,0.6,0.8,45481,28073,7,8,0,0,0,0,16,0,1.8,0.8,1.3,false,347,0,2,1,8,0,0,0,2,0,0,0,46,44.4,25.2,48.0,11.6,0,3,7
157,219352.jpg,Lookman,11,a,219352,Ademola,Lookman,31,"",52,,,0.1,0.2,-3,0,3,0,false,0,0.1,0.3,6874,1029,0,1,0,0,0,0,1,0,1.0,0.3,0.8,false,16,0,0,0,2,0,0,0,0,0,0,0,5,3.2,12.1,0.0,1.5,0,3,7
158,109065.jpg,Klaassen,11,a,109065,Davy,Klaassen,20,"",71,100,100,0.0,0.6,-4,0,4,0,false,0,0.4,0.0,77954,4381,2,0,0,0,0,0,4,0,1.0,0.0,0.5,false,187,0,0,0,4,0,0,0,0,0,0,0,10,10.8,19.0,19.0,4.8,0,3,7
159,177815.jpg,Calvert-Lewin,11,a,177815,Dominic,Calvert-Lewin,29,"",50,,,0.4,4.6,0,0,0,0,false,0,2.0,2.0,121990,184606,32,28,0,0,0,0,23,0,2.6,2.0,2.5,false,611,0,3,1,11,0,0,0,1,0,0,0,55,79.6,159.0,239.0,47.6,0,4,7
160,108438.jpg,Sandro,11,a,108438,Sandro,Ramírez,9,"",71,100,100,0.0,1.0,-4,0,4,0,false,0,0.4,0.3,67267,4538,6,1,0,0,0,0,7,0,1.4,0.3,0.8,false,215,0,0,1,7,0,0,0,0,0,0,0,12,3.2,13.1,63.0,7.5,0,4,7
161,13017.jpg,Rooney,11,a,13017,Wayne,Rooney,10,"",73,100,100,0.5,5.2,-2,0,2,0,false,0,10.2,4.0,892514,549035,114,204,0,0,0,0,38,0,4.2,4.0,4.5,false,683,4,0,1,12,0,0,0,3,0,0,9,149,192.6,221.3,175.0,58.7,0,4,7
162,168977.jpg,Coleman,38,a,168977,Joel,Coleman,13,"",40,100,100,0.0,0.0,0,0,0,0,false,0,1.6,0.0,34786,16007,3,0,0,0,0,0,0,0,0.0,-1.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,8
163,57513.jpg,Lössl,38,a,57513,Jonas,Lössl,1,"",46,,,0.4,8.7,1,0,-1,0,false,1,8.3,1.8,146442,370923,28,21,0,0,0,0,40,0,4.4,0.8,1.8,false,810,0,1,4,10,0,0,0,0,0,22,3,186,184.6,20.0,0.0,20.5,0,1,8
164,85368.jpg,Schindler,38,a,85368,Christopher,Schindler,26,"",46,100,100,0.1,7.2,1,0,-1,0,false,2,4.4,0.3,138289,291911,29,7,0,0,0,0,33,0,3.7,-0.7,0.3,false,810,0,0,4,10,0,0,0,3,0,0,6,200,277.2,43.8,28.0,35.0,0,2,8
165,54284.jpg,Löwe,38,a,54284,Chris,Löwe,15,"",45,,,0.2,7.8,0,0,0,0,false,0,4.0,0.8,99177,246251,28,42,0,0,0,0,35,0,3.9,-0.2,0.8,false,670,0,0,5,5,0,0,0,0,0,0,0,146,113.8,22.5,7.0,14.2,0,2,8
166,104545.jpg,Smith,38,a,104545,Tommy,Smith,2,"",49,,,0.1,4.9,-1,0,1,0,false,0,0.4,0.3,21797,11564,1,2,0,0,0,0,24,0,2.7,-0.7,0.3,false,776,0,0,3,10,0,0,0,3,0,0,2,138,138.6,116.5,17.0,27.4,0,2,8
167,87856.jpg,Hefele,38,i,87856,Michael,Hefele,44,Achilles injury - Expected back 11 Nov,43,0,0,0.0,0.2,-2,0,2,0,false,0,0.1,0.0,7269,2052,2,0,0,0,0,0,1,0,1.0,0.0,0.0,false,1,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,0,2,8
168,18006.jpg,Cranie,38,a,18006,Martin,Cranie,14,"",40,100,100,0.0,0.0,0,0,0,0,false,0,0.2,0.0,6642,5675,0,1,0,0,0,0,0,0,0.0,-1.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,8
169,192301.jpg,Stankovic,38,i,192301,Jon Gorenc,Stankovic,27,Anterior cruciate ligament  - Unknown return date,40,0,0,0.0,0.0,0,0,0,0,false,0,0.1,0.0,4210,2236,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,8
170,7638.jpg,Hudson,38,u,7638,Mark,Hudson,5,Retired,40,0,0,0.0,0.0,0,0,0,0,false,0,0.2,0.0,15241,885,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,8
171,48760.jpg,Zanka,38,a,48760,Mathias,Jorgensen,25,"",46,,,0.1,7.4,1,0,-1,0,false,1,7.5,0.5,241149,442863,30,14,0,0,0,0,34,0,3.8,-0.5,0.5,false,810,0,1,4,10,0,0,0,2,0,0,3,172,187.2,12.0,49.0,24.9,0,2,8
172,74471.jpg,Mooy,38,a,74471,Aaron,Mooy,10,"",56,100,100,0.4,6.4,1,0,-1,0,false,1,8.2,2.5,435501,693840,44,67,0,0,0,0,36,0,4.0,1.5,2.5,false,735,2,1,4,8,0,0,0,1,0,0,3,180,254.4,238.6,100.0,59.4,0,3,8
173,51344.jpg,van La Parra,38,a,51344,Rajiv,van La Parra,17,"",49,100,100,0.2,2.4,-1,0,1,0,false,0,0.1,1.0,6823,2028,1,0,0,0,0,0,12,0,1.3,0.0,1.0,false,476,0,0,1,9,0,0,0,2,0,0,0,31,40.8,62.0,115.0,21.7,0,3,8
174,79619.jpg,Hogg,38,a,79619,Jonathan,Hogg,6,"",44,100,100,0.2,1.8,-1,0,1,0,false,0,0.5,1.0,13948,33682,6,4,0,0,0,0,8,0,1.6,0.0,1.0,false,303,0,0,1,5,0,0,0,1,0,0,0,67,62.6,8.2,0.0,7.1,0,3,8
