id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
549,225321.jpg,Ramsdale,91,a,225321,Aaron,Ramsdale,12,"",40,,,0.0,0.0,0,0,0,0,false,0,0.2,0.0,2529,12204,0,2,0,0,0,0,0,0,0.0,-1.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2
550,194190.jpg,Souttar,110,a,194190,Harry,Souttar,36,"",40,,,0.0,0.0,0,0,0,0,false,0,0.1,0.0,3281,7189,2,3,0,0,0,0,0,0,0.0,0.0,-0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,15
551,206325.jpg,Zinchenko,43,a,206325,Oleksandr,Zinchenko,35,"",50,,,0.0,0.0,0,0,0,0,false,0,0.0,0.0,61,112,0,0,0,0,0,0,0,0,0.0,1.5,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,11
552,49438.jpg,Mutch,31,a,49438,Jordon,Mutch,22,"",45,,,0.0,0.0,0,0,0,0,false,0,0.0,0.0,136,263,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,6
553,220738.jpg,Molumby,36,a,220738,Jayson,Molumby,49,"",45,,,0.0,0.0,0,0,0,0,false,0,0.0,0.0,185,338,0,0,0,0,0,0,0,0,0.0,-0.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3
554,39725.jpg,Lindegaard,90,a,39725,Anders,Lindegaard,22,"",40,,,0.0,0.0,0,0,0,0,false,0,0.1,0.0,1089,5281,0,0,0,0,0,0,0,0,0.0,0.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4
555,199806.jpg,Henry,31,a,199806,Dion,Henry,30,"",40,,,0.0,0.0,0,0,0,0,false,0,0.0,0.0,337,1351,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6
556,209212.jpg,Edwards,110,a,209212,Thomas,Edwards,42,"",40,100,100,0.0,0.0,0,0,0,0,false,0,0.0,0.0,284,763,1,4,0,0,0,0,0,0,0.0,0.0,-0.5,false,52,0,0,0,3,0,0,0,0,0,0,0,12,8.4,14.1,0.0,2.3,0,2,15
557,112520.jpg,Palmer,35,a,112520,Alex,Palmer,40,"",40,,,0.0,0.0,0,0,0,0,false,0,0.1,0.0,670,3773,3,7,0,0,0,0,0,0,0.0,-1.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,19
558,199598.jpg,Ampadu,8,a,199598,Ethan,Ampadu,44,"",45,,,0.0,0.0,0,0,0,0,false,0,0.0,0.0,41,105,0,2,0,0,0,0,0,0,0.0,1.5,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,5
559,113534.jpg,Macey,3,a,113534,Matt,Macey,54,"",50,,,0.0,0.0,0,0,0,0,false,0,0.0,0.0,18,37,0,0,0,0,0,0,0,0,0.0,1.0,-0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1
560,205533.jpg,Nketiah,3,a,205533,Edward,Nketiah,62,"",50,,,0.0,0.0,0,0,0,0,false,0,0.0,0.0,46,402,0,4,0,0,0,0,0,0,0.0,2.3,0.8,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1
